area,perimeter,aspect_ratio,circularity,solidity,equivalent_diameter,mean_hue,mean_saturation,mean_value,lbp_mean,edge_density,hu1,hu2,hu3,label
16952,540.2152919769287,1.5483870967741935,0.7299566348049559,0.9634007729029325,146.9147942256003,18.010087305332704,129.60730297310053,141.67862199150542,5.064830108541765,62.33600755073148,1.6374156791605687,4.5112507204303185,8.806401993015147,coconut
6200,308.83556711673737,0.82,0.8168586892899116,0.9961439588688946,88.84866446580955,14.983225806451612,80.91048387096774,112.52806451612904,5.05741935483871,58.773387096774194,1.8065880211781151,6.485249804201107,12.846777726033968,coconut
6604,318.49242186546326,1.054945054945055,0.818123225710581,0.9887707740679742,91.69773145193405,14.892035130224107,82.00136281041793,108.45669291338582,4.910660205935796,68.46078134463961,1.8320810920909187,8.771763784176528,12.126658254821757,coconut
6412,313.76449954509735,0.83,0.8184568144062816,0.9999220272904483,90.35492217273979,18.57080474111042,78.09934497816595,95.76980661260137,5.027136618839676,56.67108546475359,1.8079783975798807,6.517722210797371,15.478464462099854,coconut
6167,302.9360727071762,0.81,0.8444653428741096,1.0007302231237323,88.61189690093396,18.24258148208205,78.45970488081726,102.54434895411059,5.050105399708124,62.64391113993838,1.8045815978449402,6.382189432617449,12.501066643028995,coconut
6135,298.5929266214371,1.25,0.8646998827731001,1.0059026069847516,88.38169837104412,14.852648736756317,85.49111654441728,104.58288508557457,4.9845150774246125,75.39853300733496,1.8071829889859603,6.468410526147708,15.63401840987444,coconut
6835,344.2914113998413,1.032258064516129,0.7245961210778652,0.955209279575152,93.28768561961883,14.617410387710315,82.51587417703,104.12538405267009,4.839502560351134,75.21287490855889,1.834051839391457,11.033108783488407,12.048728110398223,coconut
6318,317.0365778207779,0.81,0.7898975061373952,0.9874189263108542,89.69017473300383,19.962488129154796,76.15590376701488,102.2369420702754,5.083729028173472,51.90408357075024,1.8003000429278881,6.275540473801373,11.85128658286481,coconut
6087,300.10764503479004,1.2658227848101267,0.8492959399314055,1.0035446377050532,88.0352719584766,14.351568917364876,85.41646131099064,105.08033514046328,4.992607195662888,75.23903400689996,1.8036719833348915,6.354464771697168,16.16507941817986,coconut
6156,298.0071415901184,1.25,0.8710741613915222,1.0055537406076445,88.53283366858683,16.29337231968811,84.35656270305392,104.52615334632878,4.949642625081221,75.1827485380117,1.8069618049895269,6.4645626139933565,15.173960714300978,coconut
6134,299.5218594074249,1.2658227848101267,0.8592045919346225,1.0035994764397906,88.37449500509459,15.92109553309423,83.2119334854907,107.17916530811868,4.983208346918813,73.99739158787088,1.8021676331227512,6.307039390878161,14.184711607520242,coconut
6421,313.5218586921692,0.81,0.8208747246439851,0.9961216258144586,90.41831184414184,18.132533873228468,76.94284379380159,96.01183616259149,5.033016664071017,52.223173960442296,1.8066647052336244,6.490579162076021,17.1023929394626,coconut
6108,300.35028648376465,1.2658227848101267,0.8508495849681662,1.0001637465203865,88.18700096523509,13.750327439423707,80.89882121807466,110.36804191224624,5.053863785199738,72.93467583497053,1.8039277612067297,6.362820708192834,12.531129463701113,coconut
6638,312.73506212234497,1.065934065934066,0.8528918467327337,0.9956502174891255,91.93347648137761,14.313648689364266,81.52696595360048,109.204730340464,4.895450436878578,64.80641759566134,1.8316265884792104,8.576418982425356,11.694883457231336,coconut
6525,321.42135429382324,1.0555555555555556,0.7936717581797732,0.9791416566626651,91.14761669619747,14.781149425287357,80.61777777777777,106.90191570881225,4.896858237547892,68.85977011494253,1.832624774659925,9.15504645884919,13.02363935140876,coconut
6140,301.42135322093964,0.82,0.8492395365541949,0.999755759993487,88.41770639794893,16.054071661237785,79.15814332247557,105.04087947882736,5.042833876221499,66.74022801302931,1.804944627295928,6.410305601551431,11.546068028792527,coconut
6189,304.20815074443817,0.79,0.8404050522681191,0.998950851424421,88.76981211180929,17.55469381160123,83.69365002423655,112.93892389723703,5.082727419615447,63.8221037324285,1.8002600868003442,6.273103284447365,11.040292545176634,coconut
6308,313.7645015716553,0.82,0.80518177145711,0.9873219596180935,89.61916674567671,17.166772352568167,84.00919467343057,113.49809765377299,5.045180722891566,69.12650602409639,1.8041452317610187,6.374734776841162,14.121404729530433,coconut
6314,303.2792193889618,0.8,0.862639090671889,1.004774029280713,89.6617782862788,17.941558441558442,76.46848273677541,101.57966423820082,5.013778904022806,55.85445042762116,1.8009996201798795,6.282722663908249,11.619541370220837,coconut
6123,299.66399443149567,0.82,0.8568503825943343,1.002948402948403,88.29521919341613,15.329903642005553,81.27633512983832,111.1469867711906,5.038706516413523,65.7594316511514,1.8050184298973513,6.423790387899374,11.940364258216983,coconut
5888,308.35028624534607,1.2658227848101267,0.7781959271525817,0.9837106340322446,86.58426207689615,14.744225543478262,82.89622961956522,105.14673913043478,5.065047554347826,66.86820652173913,1.809786041314893,6.582291804778134,12.59417644538781,coconut
6775,341.22034299373627,1.0434782608695652,0.7312221411227178,0.9561106406999718,92.87732724180174,16.649151291512915,82.37889298892989,103.41313653136531,4.884575645756458,76.48118081180812,1.8337799999959206,10.7496043915368,11.577011425005775,coconut
6136,301.7644990682602,0.81,0.8467572480260914,1.001468908111637,88.3889011499462,17.238265971316817,78.55361799217731,104.39080834419818,5.058018252933508,62.711049543676666,1.8046452276743157,6.396543035074591,11.639351826803596,coconut
6143,301.86500442028046,0.79,0.8471588342079789,1.0026932179874317,88.43930417697838,17.741819957675403,81.46410548591894,109.84811981116718,5.061045091974605,69.44733843398991,1.802981736187113,6.362367572229756,10.789848393459184,coconut
6427,313.7645002603531,0.83,0.8203714788220255,0.9946606825040625,90.46054694734545,18.883149214252374,77.2825579586121,96.01353664229033,5.066749649914423,53.642445931227634,1.8061586574893218,6.488345601284756,15.977614533426312,coconut
6180,301.7644993066788,1.2345679012345678,0.8528291695782781,0.9989493251434576,88.70524441352555,14.236245954692556,85.43705501618123,103.8373786407767,4.993527508090615,78.23300970873787,1.811135042312492,6.626704187606927,14.738677494003563,coconut
6353,313.27921879291534,0.81,0.8134400384398824,0.9908757701006005,89.93826120012821,16.574059499449078,83.51440264441996,114.46403274043759,5.030851566189202,72.97182433495986,1.8058268326343703,6.427463600550378,13.690836853411492,coconut
7663,338.5929265022278,1.0,0.8399490194036081,0.9968130081300813,98.77669072866104,26.285527861150985,62.75336030275349,98.82643873156726,4.845882813519509,50.247944669189614,1.8346548507689269,10.953637772060604,10.652767857727323,coconut
6206,304.9360717535019,0.81,0.8386949588490984,1.000725630895751,88.8916453589786,19.40380277151144,78.24170157911698,99.10924911376088,5.071221398646471,56.99081533999355,1.8044784078119556,6.37425155991091,13.429012601780375,coconut
6272,306.10764515399933,0.81,0.8411385953744376,0.999760899019686,89.36307080992091,19.183832908163264,78.43431122448979,98.25446428571429,5.032525510204081,55.90322066326531,1.8046494213984081,6.393511348139231,14.205040910265037,coconut
6325,311.7644990682602,0.81,0.8177434489435054,0.9897504107659808,89.7398468933946,16.69913043478261,84.73581027667984,114.06624505928853,5.023715415019763,69.14229249011858,1.8061403553062851,6.436196920869781,13.968757006595185,coconut
6288,304.0071396827698,1.2048192771084338,0.8549777850507527,1.000556925769751,89.47698171761664,15.42159669211196,86.26288167938931,103.75254452926208,4.9569020356234095,74.25333969465649,1.8130758743121564,6.708769200265497,15.666939291315273,coconut
6244,310.3502857685089,0.81,0.8146451179236734,0.9970459081836327,89.16337654736027,14.968449711723254,81.17328635490071,112.21364509929532,5.061338885329917,56.03139013452915,1.8078659773661196,6.522615521017993,13.280445078397406,coconut
6188,303.62236416339874,0.79,0.8435146968813406,0.9999192049769734,88.76264024250962,16.013089851325145,83.89544279250161,111.71089204912734,5.044602456367162,70.63186813186813,1.801315771505412,6.303898005746586,11.012133462570725,coconut
5831,297.1787129640579,1.2278481012658229,0.8296931612466004,0.9914980445502466,86.16414442998163,15.141999657005659,75.5439890241811,113.24249699879952,5.02332361516035,69.70845481049562,1.8172964518526966,6.942616843883609,12.750132535850554,coconut
6092,301.52185916900635,1.2658227848101267,0.8420388978179548,0.9976254810447883,88.07142162203704,13.98161523309258,81.32271831910703,110.28332239001969,5.0201904136572555,68.3962573867367,1.8047484462290464,6.39659171254179,12.729883973336513,coconut
5770,293.0782080888748,1.1585365853658536,0.8441480509618253,0.9956000345095333,85.71226384317409,14.192201039861352,81.59948006932409,109.53032928942808,5.034315424610052,64.21403812824957,1.8277602944619031,7.8179737991316465,12.01682738366762,coconut
2855000,22477.532210469246,1.463125,0.07100987027159658,0.8406906030372341,1906.5935330370996,15.336063047285464,122.72683537653239,138.57308931698773,5.022921541155867,44.894647985989494,1.7245482318454564,5.651632707721247,12.866121301734548,coconut
6158,314.00713992118835,0.84,0.7848207956549603,0.9811982154238368,88.54721405261225,14.705423838908736,84.72523546606041,110.90727508931471,5.034589152322183,66.7521922702176,1.8020716528384852,6.318635623068977,14.296880880092417,coconut
6513,310.49242103099823,1.1494252873563218,0.8489633357681611,0.9950347567030785,91.06376422518517,15.678642714570858,85.13419315215722,103.41302011361891,4.896975280208813,79.51865499769691,1.8274087257325027,7.70167827810008,14.891950896344015,coconut
6117,301.8650039434433,0.79,0.8435732712390995,0.9996731492073868,88.25194782635107,14.910413601438613,80.52084355076018,106.81314369789112,5.135033513160046,57.15301618440412,1.803502600684139,6.341792702229156,14.441266218133423,coconut
6099,305.76449954509735,1.25,0.8197744452114719,0.9964872150968058,88.12200623760081,13.494343334972946,79.7350385309067,111.2193802262666,5.079029349073618,69.90654205607477,1.8085311950844085,6.51054996757118,14.328416508740254,coconut
6127,300.00714087486267,0.81,0.8554498612701233,1.0018804676641322,88.32405499405212,14.5198302595071,81.5671617431043,111.56340786681899,5.060878080626734,64.55116696588868,1.8050714560209813,6.423717119323954,11.88095110704739,coconut
6528,306.00714099407196,1.1149425287356323,0.8760459519034003,1.00176475101665,91.16856776340813,15.930606617647058,85.43688725490196,103.18964460784314,4.930606617647059,80.1171875,1.8273330395566363,7.668410015784698,13.507470491094278,coconut
6100,304.5929265022278,0.82,0.826228310451184,0.993485342019544,88.12923024107548,14.182131147540984,84.14131147540984,109.49934426229508,5.037049180327869,65.92377049180328,1.8044215789102669,6.3986752244435,13.47559068530215,coconut
6324,307.2792181968689,0.79,0.8416574014065851,0.9987365761212887,89.73275255393189,16.158602150537636,83.71236559139786,114.16840607210627,4.999525616698293,72.09677419354838,1.8054266325953088,6.406000452506677,14.178952224771617,coconut
7482,335.6639941930771,1.0,0.8344840721322927,0.9952776854007316,97.6031673344082,29.474071103982894,61.234429296979414,93.16279069767442,4.879176690724405,43.62469927826784,1.8348984317793375,10.72759919966853,11.167578728040505,coconut
6095,309.42135322093964,0.83,0.7999871511539487,0.9863257545108828,88.093104299717,14.955865463494668,84.2318293683347,109.55684987694832,5.079081214109926,66.47990155865463,1.8045377316736266,6.4023896188493,13.665416837751732,coconut
6335,309.27921867370605,0.8,0.8322523002486567,0.9993689856444234,89.81075946620903,16.114285714285714,84.01988950276242,114.42983425414364,5.010418310970797,69.11365430149961,1.8067280545142197,6.442505769118359,13.310326592461836,coconut
6299,304.6934322118759,0.81,0.8526195499923973,1.0024667780695473,89.55521141891627,18.63502143197333,76.19320527067788,102.10874742022543,5.049214160977933,55.987458326718524,1.7995675932057464,6.2475178768707424,11.43497623631946,coconut
6135,300.1076456308365,1.2658227848101267,0.8559931938199782,1.0033526862376319,88.38169837104412,12.334637326813366,83.43504482477587,108.13382233088835,5.036837815810921,77.68459657701712,1.802234342046478,6.306137317086322,13.84828966892981,coconut
5904,306.93607211112976,1.2658227848101267,0.7875177489194622,0.9869608826479438,86.70182392612281,14.834010840108402,82.41412601626017,106.34366531165311,5.01439701897019,63.87957317073171,1.8095230164481004,6.584369496041707,12.548550904231718,coconut
6132,298.93607199192047,1.2658227848101267,0.8622939975654239,1.0039292730844793,88.3600865114788,14.829745596868884,84.36285061969994,106.99869536855839,5.024787997390737,73.27299412915852,1.802547338700908,6.31921607390442,14.561496525752942,coconut
6390,307.76449942588806,1.1904761904761905,0.8477614750583957,1.0004697040864257,90.19978209983486,17.32018779342723,73.32222222222222,92.76291079812206,5.00923317683881,54.431924882629104,1.814444804299941,6.781051347303715,12.198179067582663,coconut
7180,325.5634900331497,1.0309278350515463,0.8512613536593849,0.998192687334909,95.61307405997607,24.454456824512533,63.986072423398326,90.13272980501392,4.919777158774373,47.022284122562674,1.8331349944983621,8.728156830748695,12.102406763451652,coconut
6128,300.8355665206909,0.81,0.8508838116271771,1.0027818687612502,88.33126247335694,16.256201044386422,80.95006527415144,111.19941253263707,5.013707571801566,70.19990208877284,1.8039538753446376,6.3877477077802745,12.112741678509419,coconut
5870,304.35028648376465,1.2658227848101267,0.7963436758933313,0.9870522952749285,86.45181390575564,15.705451448040886,82.60749574105621,108.66763202725724,5.014480408858603,72.7640545144804,1.8128015625653269,6.747483639147017,11.926973762858978,coconut
6049,297.76450061798096,1.2658227848101267,0.8573291855420128,1.0049007392640585,87.76004789255188,14.946933377417755,86.02165647214416,104.86692015209125,5.036369647875682,75.9224665233923,1.8047704689866821,6.388184566590462,15.456678843984959,coconut
5650,294.59292674064636,1.2435897435897436,0.8181137306993941,0.9927084248440657,84.81629223064205,15.068318584070797,82.61115044247788,108.4753982300885,4.979646017699115,66.84159292035399,1.8144989875772997,6.792936233544358,12.167795545286126,coconut
79513,1099.3595130443573,1.031347962382445,0.8267391917200796,0.9910323123422553,318.18091696474664,14.19155358243306,130.9035000565945,154.97646925659956,5.20379057512608,56.70336926037252,1.8290445248572815,9.10387767446528,9.311441976350576,coconut
6310,304.1076456308365,0.81,0.8574021048562044,1.0034189393337043,89.63337284337166,16.703486529318543,75.94278922345484,99.85118858954041,4.999207606973059,48.85816164817749,1.8014155211021683,6.295591226429912,12.336802624748906,coconut
45804,842.666081905365,1.1541850220264318,0.8105918688931251,0.9845452786793629,241.49423203681158,27.526875382062702,92.21393328093616,140.24155095624837,4.973059121474107,51.307309405292116,1.7958635747745728,6.526133745147196,8.793405037583577,coconut
5879,296.83556723594666,1.144578313253012,0.8384582634117801,0.995007193026995,86.51806333649651,13.00493281170267,81.73941146453478,109.14322163633271,4.977887395815615,64.15121619323014,1.8285569041747531,7.90599077435598,11.917056675059257,coconut
6094,308.83556628227234,0.82,0.8028930450698729,0.9914585536484178,88.08587733352086,14.953068592057761,83.62044634066295,109.20446340662947,5.0206760748276995,67.66245487364621,1.802790278089094,6.34742364879839,13.496574163309136,coconut
6144,305.32084906101227,1.1904761904761905,0.8282246426598653,0.9943356530182877,88.44650226466189,15.215494791666666,85.23583984375,102.994140625,4.957356770833333,80.72509765625,1.824949106126484,7.451886728460692,14.580860180038211,coconut
6123,302.10764479637146,1.25,0.8430448759817651,0.9986137160564299,88.29521919341613,13.772987097827862,77.42397517556753,112.80810060427895,5.035930099624367,71.50661440470358,1.8135761153612702,6.7361317099947895,13.077686645882267,coconut
6393,305.52185928821564,0.82,0.8606567749777055,1.0025090167790498,90.22095327301689,20.119036446112936,78.26200531831691,96.82246206788675,5.065384013765056,57.238385734397,1.805100096305883,6.426522505584525,15.340232182929045,coconut
306011,7344.810636639595,1.3333333333333333,0.07128295509910604,0.6965726896413577,624.1997327169821,24.313763230733535,121.50872354261774,106.10038201241132,4.9419007813444615,76.48725045831686,1.5248085167515129,7.122814930354021,7.210054221660137,coconut
6050,297.1787134408951,1.2125,0.8608546749156966,1.0009927200529452,87.76730168831519,15.102314049586777,77.859173553719,112.75157024793388,5.042479338842975,64.48760330578513,1.8128789432573873,6.696910274674485,13.75924130115743,coconut
6070,298.83556747436523,0.81,0.8541496809680217,1.0026428807400065,87.9122519137261,16.412355848434927,81.68533772652388,109.60181219110379,5.002471169686985,69.56836902800659,1.803759740516595,6.384344476777191,12.401917330512658,coconut
6100,301.1787133216858,0.81,0.8450670176678718,1.0018888067668557,88.12923024107548,17.06393442622951,82.24688524590164,109.81016393442623,5.033114754098361,69.64426229508197,1.801882926702575,6.327425110347391,13.03072994077908,coconut
6271,303.5218595266342,0.8,0.855395017558389,1.0041633306645317,89.35594655664616,16.26359432307447,77.00940838781693,102.56944665922501,5.042258013076064,53.30967947695742,1.8019266917746326,6.305861063629763,11.943897514247837,coconut
1114318,8100.119621992111,0.8863126402393419,0.21342050578666963,0.872165927219974,1191.1312870587344,13.899632779870737,131.0225931915306,96.26420375512197,4.868769956152552,41.81126931450448,1.765753580228197,8.443195574505454,7.276556406199878,coconut
6144,303.4213535785675,1.2048192771084338,0.8386268987591974,0.9966745072593073,88.44650226466189,15.1005859375,74.35677083333333,111.66975911458333,5.021158854166667,59.47509765625,1.823949008872246,7.357064766995025,14.13390227309562,coconut
7382,332.14927566051483,1.0,0.8408475933857861,0.9966920947816107,96.94872004949302,27.63343267407207,60.647791926307235,93.78542400433487,4.904226496884313,43.52479002980222,1.8344912704649963,10.647614196615098,10.848151849610266,coconut
6155,314.0071403980255,0.84,0.7844384512155409,0.9804077731761708,88.52564260057606,15.57774167343623,84.50658001624696,111.25134037367994,5.037855402112104,70.05767668562144,1.8013224072784344,6.301167966817274,14.550514783547051,coconut
6050,297.17871272563934,1.2658227848101267,0.8608546790595415,1.0048164756684936,87.76730168831519,14.345619834710744,86.66578512396694,105.02429752066115,4.986611570247934,72.7487603305785,1.805645748512359,6.41961935810144,16.180362207292713,coconut
6085,300.59292697906494,0.8,0.8462777679631704,0.9998356884653302,88.02080793604127,14.963845521774855,83.59704190632704,109.43204601479047,5.020049301561216,67.17584223500411,1.8025985208859878,6.339404528806675,13.375941954911239,coconut
6138,300.10764515399933,1.2658227848101267,0.8564117751203466,1.003843323248017,88.40330494718187,15.65526230042359,83.0979146301727,108.18312153796025,5.018246985988921,73.07673509286413,1.8023913039869879,6.308330829889705,13.84721821967752,coconut
6335,303.6223645210266,0.79,0.8635529399086942,1.005874880914576,89.81075946620903,16.360063141278612,84.69408050513023,114.68855564325177,5.037884767166535,76.07734806629834,1.8052938678097301,6.395358881374014,12.70233258716381,coconut
5899,300.3502856492996,1.2658227848101267,0.8217357121180006,0.9916785744305288,86.66510297918491,15.427191049330395,76.50076284115951,112.370232242753,5.035599254110866,69.89913544668588,1.815643348640844,6.833888247879207,14.048269327381014,coconut
6148,302.00714004039764,0.82,0.8470504968766548,1.0006510416666667,88.47528875924498,13.509271307742356,80.98048145738451,112.19957709824332,5.067176317501627,62.132400780741705,1.8053693954686345,6.43351878474929,12.331803357459814,coconut
6411,312.59292805194855,0.83,0.8244747199518742,0.9985203644575967,90.34787613052742,19.123537669630323,77.23147714865075,96.1402277335829,5.00280767430978,50.992044922788956,1.8074607006599366,6.5023120105584375,15.18076135640068,coconut
6555,307.9066344499588,1.1494252873563218,0.8688493220788543,1.0038284839203675,91.35691115476152,21.17147215865751,70.65797101449276,90.69992372234935,4.976659038901602,53.64530892448513,1.8219640886281105,7.189342525475118,13.743923194981907,coconut
6164,306.3502860069275,1.25,0.8253457396077627,0.9948353776630084,88.59034119895658,14.315541855937703,78.1685593770279,113.10853341985724,5.022712524334848,67.14227774172615,1.8128930759105295,6.706846351608753,12.992801599628736,coconut
7364,334.4924216270447,1.0,0.8270867786063386,0.9944632005401756,96.83044979462679,27.920287887017924,61.07984790874525,95.26575230852798,4.920559478544269,40.34152634437805,1.8343973361253063,10.661294720242584,10.621816004757804,coconut
77112,1315.7686738967896,0.7356020942408377,0.5597224758075044,0.9663521185006955,313.3401470823965,16.79036985164436,189.65915810768752,119.89187156344019,4.961588339039319,89.88425925925925,1.7984608984209953,6.308719947021306,9.814310178941065,coconut
6140,312.35028624534607,0.83,0.7908505456509555,0.9846055163566388,88.41770639794893,14.422149837133551,84.97947882736156,110.79071661237785,5.033387622149837,66.82328990228012,1.8026122662514121,6.333039746984963,15.535419550602175,coconut
6841,327.0782072544098,1.1111111111111112,0.8035746671802029,0.9857348703170029,93.32862222026665,15.598011986551674,83.75617599766116,103.79052770062856,4.891243970179798,80.51454465721386,1.8308013907119391,8.22224357436337,13.506735902671945,coconut
6157,300.1076453924179,0.79,0.8590627714300891,1.0041588518307103,88.54002415255147,15.450868929673542,81.08331979860321,108.24541172649018,5.089166802013968,58.47977911320448,1.8053261222662444,6.404106195228006,15.185110634851885,coconut
6185,302.0071394443512,0.82,0.852148234200016,0.9990308512356647,88.74112115691902,14.940824575586095,81.0858528698464,109.6874696847211,5.0806790622473725,56.27728375101051,1.8059526629061677,6.440573668773388,13.983204699589972,coconut
6162,312.8355680704117,0.84,0.7912237387739514,0.981679146088896,88.57596781666048,15.510223953261928,84.54089581304771,111.32651736449205,4.995131450827653,66.50194741966894,1.8022387072863502,6.326919106047665,14.464765008775537,coconut
6013,303.0782073736191,1.2048192771084338,0.8226055743656524,0.9885737772297575,87.49851074442658,15.210377515383335,81.90021619823715,109.54731415266922,4.978712788957259,61.70380841510062,1.8244786620591573,7.463578602728837,11.63099770381377,coconut
7025,357.4629842042923,1.0,0.6908663487984646,0.9363545484838387,94.57540801796479,14.111459074733096,80.92142348754449,105.46120996441282,4.86049822064057,73.17864768683275,1.8338257085185923,11.089354359460316,13.737860143547387,coconut
6084,299.6639943122864,0.82,0.8513927375227105,1.0019762845849802,88.01357503344998,16.411735700197237,81.50230111768573,109.81278763971072,5.012656147271532,63.79191321499014,1.8040775487749958,6.400260605528283,12.060084982941031,coconut
6165,303.5218588113785,0.81,0.8409361039868836,0.9997567501824374,88.59752701566944,19.140794809407947,78.50381184103811,103.00551500405516,5.022384428223845,62.167883211678834,1.8042384895496588,6.372785978756356,12.668515163313511,coconut
7582,333.32084810733795,1.0,0.8575682383791106,1.0015852047556142,98.25325556022052,27.033236613030862,62.8857821155368,91.60485360063308,4.886573463466104,49.473094170403584,1.83484726400567,10.003629958366496,11.6561686019151,coconut
6193,309.17871284484863,1.1764705882352942,0.8141262807457721,0.9902462424048609,88.7984937966003,14.850637816890037,72.90537703859196,109.0758921362829,4.9583400613596,57.23397384143388,1.8296710821595048,8.122581621676487,13.023411516313859,coconut
6132,304.5929261445999,0.82,0.8305626248498086,0.9978844589096827,88.3600865114788,16.324037834311806,81.0221787345075,111.45352250489236,5.060828440965428,67.2431506849315,1.804770529119685,6.418118678575769,11.894129254548783,coconut
6723,315.32084834575653,1.098901098901099,0.849703882440092,0.9990341035738167,92.5202110852245,17.517328573553474,69.83563885170311,104.96474788041053,4.932619366354306,55.18741633199465,1.8334081435529292,9.376541194483332,10.776388817628726,coconut
